cycles,elapsed_s,instructions,ipc,l2_load_access,l2_load_miss,l2_pf_accuracy,l2_pf_issued,l2_pf_requested,l2_pf_useful,l2_pf_useless,l2_prefetch_access,l2_prefetch_miss,l2_rfo_access,l2_rfo_miss,l2_total_access,l2_total_miss,log,ml_l2_requests,mode,policy,returncode,state_dump,threshold,trace,trace_id,iteration,workload_group,trace_short,source_csv
13437607,288.6,20000002,1.488,25428,9686,0.637058,52901,52912,33701,14531,1012856,60650,30368,24360,1103685,96787,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter02/collect/gtrace_v2_arizona_arizona_0000.champsim.gz/train_20M_20M_mlp_thr_m2.out,91571,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter02/collect/gtrace_v2_arizona_arizona_0000.champsim.gz/states.csv,-2,traces/gtrace_v2/arizona/arizona_0000.champsim.gz,gtrace_v2_arizona_arizona_0000.champsim.gz,2,GTrace,gtrace_v2_arizona_arizona_0000,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter02/collect/train_20M_20M_mlp_thr_m2.csv
37176606,501.5,20000001,0.538,367210,153637,0.192179,121158,122171,23284,59818,210909,100396,72015,52190,811204,329514,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter02/collect/gtrace_v2_yankee_yankee_0010.champsim.gz/train_20M_20M_mlp_thr_m2.out,188546,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter02/collect/gtrace_v2_yankee_yankee_0010.champsim.gz/states.csv,-2,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,gtrace_v2_yankee_yankee_0010.champsim.gz,2,GTrace,gtrace_v2_yankee_yankee_0010,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter02/collect/train_20M_20M_mlp_thr_m2.csv
28507711,1698.5,20000001,0.7016,24190,20157,0.245648,253472,253617,62265,147676,2687618,335293,93,12,2730330,365170,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-599.champsimtrace.gz/train_20M_20M_mlp_thr_m2.out,420766,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-599.champsimtrace.gz/states.csv,-2,traces/Graph/GMS/gms.triangle_count.soc-pokec-relationships.slice-599.champsimtrace.gz,Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-599.champsimtrace.gz,3,Graph-GMS,Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-599,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
12470588,496.7,20000001,1.604,646014,27690,0.859278,174657,178640,150079,11735,633661,208982,1207,0,1283427,237036,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,376447,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz/states.csv,-2,traces/Graph/Ligra/ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,3,Graph-Ligra,Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
8411450,317.3,20000000,2.378,16875,3752,0.722337,194491,195821,140488,38137,615217,242390,827,1,639210,247891,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_602.gcc_s-734B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,373663,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_602.gcc_s-734B.champsimtrace.xz/states.csv,-2,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,SPEC17_602.gcc_s-734B.champsimtrace.xz,3,SPEC17,SPEC17_602.gcc_s-734B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
9459450,416.9,20000001,2.114,15872,460,0.727049,356555,357187,259233,25334,782185,332606,50,44,798298,333133,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_623.xalancbmk_s-165B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,626777,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_623.xalancbmk_s-165B.champsimtrace.xz/states.csv,-2,traces/SPEC17/623.xalancbmk_s-165B.champsimtrace.xz,SPEC17_623.xalancbmk_s-165B.champsimtrace.xz,3,SPEC17,SPEC17_623.xalancbmk_s-165B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
7038185,121.9,20000000,2.842,23579,2370,0.11806,10393,14370,1227,312,170980,10595,10222,1782,220411,14816,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_627.cam4_s-573B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,23905,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_627.cam4_s-573B.champsimtrace.xz/states.csv,-2,traces/SPEC17/627.cam4_s-573B.champsimtrace.xz,SPEC17_627.cam4_s-573B.champsimtrace.xz,3,SPEC17,SPEC17_627.cam4_s-573B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
6430270,333.6,20000004,3.11,111588,2394,0.935815,159164,175071,148948,991,690146,246672,308,0,978213,249427,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_649.fotonik3d_s-1176B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,339184,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_649.fotonik3d_s-1176B.champsimtrace.xz/states.csv,-2,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,SPEC17_649.fotonik3d_s-1176B.champsimtrace.xz,3,SPEC17,SPEC17_649.fotonik3d_s-1176B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
7221654,85.1,20000003,2.769,0,0,0.98677,8239,8239,8130,0,17246,8476,0,0,17262,8492,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_657.xz_s-56B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,16512,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/SPEC17_657.xz_s-56B.champsimtrace.xz/states.csv,-2,traces/SPEC17/657.xz_s-56B.champsimtrace.xz,SPEC17_657.xz_s-56B.champsimtrace.xz,3,SPEC17,SPEC17_657.xz_s-56B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
9618460,1614.9,20000005,2.079,452847,71734,0.648125,415696,610835,269423,69237,1368214,727715,36864,34996,1898655,835908,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/ai-ml_bark.cpp-bark-small.semantic_token_gen.3.champsimtrace.gz/train_20M_20M_mlp_thr_m2.out,1264617,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/ai-ml_bark.cpp-bark-small.semantic_token_gen.3.champsimtrace.gz/states.csv,-2,traces/ai-ml/bark.cpp-bark-small.semantic_token_gen.3.champsimtrace.gz,ai-ml_bark.cpp-bark-small.semantic_token_gen.3.champsimtrace.gz,3,AI-ML,ai-ml_bark.cpp-bark-small.semantic_token_gen.3,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
8418125,919.2,20000004,2.376,137698,57626,0.232529,671920,732393,156241,392761,2045514,1982204,2360,2033,2190041,2043306,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/ai-ml_llama2.c-stories15M.1.champsimtrace.gz/train_20M_20M_mlp_thr_m2.out,1551432,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/ai-ml_llama2.c-stories15M.1.champsimtrace.gz/states.csv,-2,traces/ai-ml/llama2.c-stories15M.1.champsimtrace.gz,ai-ml_llama2.c-stories15M.1.champsimtrace.gz,3,AI-ML,ai-ml_llama2.c-stories15M.1,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
6656871,310.4,20000001,3.004,452628,35863,0.866276,113039,126211,97923,1956,458669,163528,3831,3288,922517,202985,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/ai-ml_whisper_trace_1.champsimtrace.gz/train_20M_20M_mlp_thr_m2.out,265631,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/ai-ml_whisper_trace_1.champsimtrace.gz/states.csv,-2,traces/ai-ml/whisper_trace_1.champsimtrace.gz,ai-ml_whisper_trace_1.champsimtrace.gz,3,AI-ML,ai-ml_whisper_trace_1,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
13398577,271.4,20000002,1.493,26462,9418,0.603477,57293,57394,34575,17498,1079925,63014,30384,25229,1171817,99746,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/gtrace_v2_arizona_arizona_0000.champsim.gz/train_20M_20M_mlp_thr_m2.out,100339,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/gtrace_v2_arizona_arizona_0000.champsim.gz/states.csv,-2,traces/gtrace_v2/arizona/arizona_0000.champsim.gz,gtrace_v2_arizona_arizona_0000.champsim.gz,3,GTrace,gtrace_v2_arizona_arizona_0000,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
37427686,487.0,20000000,0.5344,367177,153543,0.193438,158376,158941,30636,86592,248158,137842,71951,51314,848505,366770,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/gtrace_v2_yankee_yankee_0010.champsim.gz/train_20M_20M_mlp_thr_m2.out,235780,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/gtrace_v2_yankee_yankee_0010.champsim.gz/states.csv,-2,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,gtrace_v2_yankee_yankee_0010.champsim.gz,3,GTrace,gtrace_v2_yankee_yankee_0010,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter03/collect/train_20M_20M_mlp_thr_m2.csv
28610138,1991.4,20000001,0.6991,24187,20006,0.206862,307751,309103,63662,194540,2835178,387265,93,12,2877794,417559,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-599.champsimtrace.gz/train_20M_20M_mlp_thr_m2.out,499410,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-599.champsimtrace.gz/states.csv,-2,traces/Graph/GMS/gms.triangle_count.soc-pokec-relationships.slice-599.champsimtrace.gz,Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-599.champsimtrace.gz,4,Graph-GMS,Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-599,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
12232123,549.9,20000001,1.635,646349,24743,0.8681,179606,191127,155916,11756,794441,207741,1202,0,1444368,232829,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,402006,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz/states.csv,-2,traces/Graph/Ligra/ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,4,Graph-Ligra,Graph_Ligra_ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
8252863,415.8,20000000,2.423,16793,3451,0.712645,202203,205887,144099,41723,631956,246034,850,3,655924,251254,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_602.gcc_s-734B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,391268,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_602.gcc_s-734B.champsimtrace.xz/states.csv,-2,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,SPEC17_602.gcc_s-734B.champsimtrace.xz,4,SPEC17,SPEC17_602.gcc_s-734B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
9456025,590.9,20000001,2.115,15906,648,0.727927,358636,360492,261061,23935,783024,329178,50,44,799181,329903,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_623.xalancbmk_s-165B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,679748,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_623.xalancbmk_s-165B.champsimtrace.xz/states.csv,-2,traces/SPEC17/623.xalancbmk_s-165B.champsimtrace.xz,SPEC17_623.xalancbmk_s-165B.champsimtrace.xz,4,SPEC17,SPEC17_623.xalancbmk_s-165B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
7043874,188.2,20000000,2.839,23625,2365,0.118889,11086,14848,1318,410,183839,11565,10314,1778,233565,15774,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_627.cam4_s-573B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,24935,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_627.cam4_s-573B.champsimtrace.xz/states.csv,-2,traces/SPEC17/627.cam4_s-573B.champsimtrace.xz,SPEC17_627.cam4_s-573B.champsimtrace.xz,4,SPEC17,SPEC17_627.cam4_s-573B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
6368743,448.5,20000004,3.14,110729,1870,0.935865,163264,191333,152793,1316,693154,240419,308,0,980362,242648,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_649.fotonik3d_s-1176B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,357541,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_649.fotonik3d_s-1176B.champsimtrace.xz/states.csv,-2,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,SPEC17_649.fotonik3d_s-1176B.champsimtrace.xz,4,SPEC17,SPEC17_649.fotonik3d_s-1176B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
7221656,130.3,20000003,2.769,0,0,0.986888,8237,8237,8129,0,17228,8475,0,0,17244,8491,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_657.xz_s-56B.champsimtrace.xz/train_20M_20M_mlp_thr_m2.out,16526,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/SPEC17_657.xz_s-56B.champsimtrace.xz/states.csv,-2,traces/SPEC17/657.xz_s-56B.champsimtrace.xz,SPEC17_657.xz_s-56B.champsimtrace.xz,4,SPEC17,SPEC17_657.xz_s-56B,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
9514455,1810.7,20000004,2.102,449156,68862,0.648517,427978,716163,277551,75076,1375922,734296,36861,35013,1902668,839638,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/ai-ml_bark.cpp-bark-small.semantic_token_gen.3.champsimtrace.gz/train_20M_20M_mlp_thr_m2.out,1452914,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/ai-ml_bark.cpp-bark-small.semantic_token_gen.3.champsimtrace.gz/states.csv,-2,traces/ai-ml/bark.cpp-bark-small.semantic_token_gen.3.champsimtrace.gz,ai-ml_bark.cpp-bark-small.semantic_token_gen.3.champsimtrace.gz,4,AI-ML,ai-ml_bark.cpp-bark-small.semantic_token_gen.3,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
8637242,1073.5,20000004,2.316,126318,43572,0.279323,667805,827739,186533,356305,1898531,1795301,2359,2020,2031677,1842345,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/ai-ml_llama2.c-stories15M.1.champsimtrace.gz/train_20M_20M_mlp_thr_m2.out,1786151,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/ai-ml_llama2.c-stories15M.1.champsimtrace.gz/states.csv,-2,traces/ai-ml/llama2.c-stories15M.1.champsimtrace.gz,ai-ml_llama2.c-stories15M.1.champsimtrace.gz,4,AI-ML,ai-ml_llama2.c-stories15M.1,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
6644334,406.0,20000006,3.01,452971,34556,0.871055,115716,127486,100795,2276,457700,164342,3822,3288,921809,202491,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/ai-ml_whisper_trace_1.champsimtrace.gz/train_20M_20M_mlp_thr_m2.out,280111,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/ai-ml_whisper_trace_1.champsimtrace.gz/states.csv,-2,traces/ai-ml/whisper_trace_1.champsimtrace.gz,ai-ml_whisper_trace_1.champsimtrace.gz,4,AI-ML,ai-ml_whisper_trace_1,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
13440688,299.4,20000002,1.488,24820,8989,0.559141,64202,64790,35898,22453,1013379,69900,30373,25121,1103592,106128,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/gtrace_v2_arizona_arizona_0000.champsim.gz/train_20M_20M_mlp_thr_m2.out,109872,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/gtrace_v2_arizona_arizona_0000.champsim.gz/states.csv,-2,traces/gtrace_v2/arizona/arizona_0000.champsim.gz,gtrace_v2_arizona_arizona_0000.champsim.gz,4,GTrace,gtrace_v2_arizona_arizona_0000,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
38145538,707.2,20000001,0.5243,366896,159481,0.16995,242730,243690,41252,150714,330448,216775,71797,50386,930368,452424,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/gtrace_v2_yankee_yankee_0010.champsim.gz/train_20M_20M_mlp_thr_m2.out,338367,train_20M_20M,mlp,0,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/gtrace_v2_yankee_yankee_0010.champsim.gz/states.csv,-2,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,gtrace_v2_yankee_yankee_0010.champsim.gz,4,GTrace,gtrace_v2_yankee_yankee_0010,results/mlp_lightgbm/dagger_mlp_20260515_lite/iter04/collect/train_20M_20M_mlp_thr_m2.csv
